Image Index,AbsRel,SqRel,RMSE,RMSE_log,delta1,delta2,delta3
0,0.024489777,0.002032519,0.080085054,0.010898106,1,1,1
1,0.016710561,0.000692796,0.035029182,0.008730539,1,1,1
8,0.012604206,0.001117354,0.067745094,0.008123935,0.999521684,1,1
13,0.028507766,0.002504293,0.084677033,0.012656056,1,1,1
14,0.022687587,0.004350519,0.156163237,0.012712278,0.999681122,1,1
15,0.022591996,0.002697058,0.118151821,0.012123591,0.999920281,1,1
16,0.021453286,0.005472306,0.182340827,0.013041281,0.998465402,1,1
17,0.01578263,0.004398752,0.161559778,0.01228833,0.998883929,1,1
20,0.021228973,0.002325075,0.098173093,0.01121736,0.999481824,1,1
27,0.020609774,0.002670278,0.108196906,0.010840388,0.999860491,1,1
28,0.027803918,0.005293774,0.161833812,0.015654143,0.997568559,0.99994021,0.99998007
29,0.024608669,0.003416286,0.124394821,0.012905806,0.999581473,1,1
30,0.027907836,0.003317555,0.080408112,0.01988031,0.998166454,0.99994021,1
31,0.027039017,0.003171705,0.10346837,0.014027619,0.999362245,1,1
32,0.006159039,0.000179611,0.015783169,0.004908252,0.999800702,1,1
33,0.027647871,0.002470147,0.083703552,0.012691369,1,1,1
34,0.052741548,0.017701479,0.318908537,0.023684386,0.999800702,1,1
35,0.028563832,0.005204465,0.158404364,0.01419915,0.999920281,1,1
36,0.027129794,0.002334986,0.08313933,0.012299028,1,1,1
37,0.020808654,0.001564665,0.0652283,0.011178928,0.999601403,0.99996014,1
38,0.021017919,0.001765714,0.0735763,0.01052959,0.999840561,1,1
39,0.025190796,0.001957605,0.074724037,0.011242404,1,1,1
40,0.025446569,0.002083461,0.076103598,0.011934927,0.999900351,1,1
41,0.014591136,0.000477973,0.030940636,0.006655253,1,1,1
42,0.031469189,0.002592695,0.081139382,0.013791871,1,1,1
45,0.050378689,0.003426902,0.065564779,0.023758017,0.999641263,1,1
46,0.016418243,0.001510835,0.055479973,0.012923927,0.996014031,1,1
55,0.031891776,0.00263008,0.079785,0.014461708,1,1,1
56,0.022387207,0.001166753,0.046345336,0.01116346,0.99996014,1,1
58,0.02706446,0.001964964,0.06768578,0.01276991,0.99996014,1,1
59,0.016600742,0.000882624,0.046030003,0.008615371,0.99994021,1,1
60,0.02909003,0.002021454,0.064425346,0.013512716,0.99998007,1,1
61,0.015837862,0.000569502,0.031831014,0.007791565,1,1,1
62,0.036556729,0.00305183,0.081029485,0.016082057,1,1,1
75,0.023935749,0.001890339,0.074866763,0.011082368,0.99998007,1,1
76,0.02610013,0.002357848,0.084001683,0.01212651,0.99994021,1,1
77,0.017375581,0.000768993,0.037487593,0.008977711,0.99998007,1,1
78,0.03060204,0.002241732,0.071430907,0.013705172,1,1,1
83,0.051151313,0.02113652,0.368905936,0.02458752,0.998983578,0.99998007,1
84,0.021390616,0.001874843,0.069217072,0.012684533,0.999880421,1,1
85,0.026413894,0.004104196,0.147047059,0.013452965,0.999900351,1,1
86,0.024685437,0.005185315,0.174097852,0.013897756,0.999541614,0.99998007,1
87,0.040416079,0.016340089,0.302140218,0.024265554,0.992645886,0.997967156,0.999561543
88,0.030610717,0.006394255,0.17846068,0.016496564,0.998166454,0.999920281,1
89,0.033649403,0.010563473,0.255794614,0.018566496,0.999083227,0.999601403,0.99998007
90,0.026460448,0.005988742,0.187055687,0.015278357,0.998246173,0.999880421,1
116,0.03769867,0.013180896,0.303463474,0.019058771,0.999900351,1,1
117,0.029297515,0.007270653,0.220202884,0.015637358,0.999681122,0.99998007,1
118,0.032981574,0.012252174,0.281975183,0.01959807,0.99736926,0.999880421,0.99998007
124,0.013183038,0.000795816,0.046626554,0.007644293,1,1,1
125,0.021103154,0.00092637,0.040891102,0.01068443,0.99996014,1,1
126,0.010065626,0.000313412,0.022073686,0.00657107,0.99998007,1,1
127,0.070537297,0.005909357,0.082160397,0.032852714,0.99996014,1,1
128,0.047372056,0.002896785,0.05906131,0.02236595,0.999920281,1,1
130,0.024312104,0.001408255,0.053812826,0.011556761,1,1,1
131,0.019425218,0.00070407,0.03053643,0.010411856,1,1,1
132,0.025397012,0.001056931,0.038324646,0.012258945,1,1,1
133,0.010069866,0.00049411,0.032191916,0.007033606,0.99994021,1,1
136,0.012312561,0.000476623,0.029780324,0.007124667,1,1,1
152,0.031487569,0.002907997,0.0867068,0.014556227,0.999920281,1,1
153,0.034464097,0.00322122,0.085504604,0.016113591,0.99998007,1,1
154,0.028503514,0.002294678,0.066608036,0.015406775,0.999780772,1,1
166,0.038033803,0.0049939,0.080352396,0.031772489,0.962571747,1,1
167,0.011630949,0.000330993,0.021976809,0.006639361,1,1,1
168,0.016272816,0.000686333,0.036285398,0.008186951,1,1,1
170,0.027345978,0.002524715,0.090389994,0.012745707,0.999920281,1,1
171,0.025703615,0.004177413,0.150031751,0.013106429,0.999780772,1,1
172,0.018930201,0.001808559,0.085778299,0.010224262,0.999920281,1,1
173,0.023261666,0.002641517,0.101838864,0.011839016,0.99996014,1,1
174,0.022198676,0.001461112,0.054235262,0.012935893,0.999800702,1,1
175,0.023973936,0.001268201,0.049621327,0.011053272,1,1,1
179,0.02795364,0.002078836,0.071957145,0.012786259,0.99998007,1,1
180,0.036255709,0.003404347,0.089448578,0.016544559,0.999681122,1,1
181,0.033775564,0.00308341,0.084583523,0.015957768,0.99994021,1,1
182,0.027606363,0.001792518,0.062283174,0.012632541,1,1,1
183,0.006964167,0.000158657,0.016654161,0.004144526,1,1,1
184,0.029238979,0.002153103,0.066529532,0.014263907,0.99994021,1,1
185,0.027631865,0.003816017,0.114027555,0.015367214,0.99742905,0.999880421,1
186,0.013320546,0.000485539,0.028514003,0.007523515,1,1,1
187,0.015419395,0.000710639,0.035481852,0.008598992,1,1,1
188,0.022172788,0.001530089,0.048427171,0.014945518,0.999800702,0.99998007,1
189,0.034087603,0.003344049,0.094557827,0.015281549,0.99996014,1,1
190,0.020624969,0.001201531,0.045659637,0.011949948,0.998883929,1,1
191,0.008933341,0.000251609,0.020625122,0.005271755,1,1,1
192,0.017620245,0.001176771,0.052417369,0.01047754,0.9986647,0.999920281,1
193,0.007545773,0.000192346,0.017839413,0.004769157,1,1,1
194,0.062793666,0.004786424,0.074724514,0.029057315,0.999820631,1,1
195,0.040512109,0.002483673,0.057989409,0.019473857,0.999760842,1,1
196,0.067881647,0.005255367,0.076145564,0.031440978,0.999920281,1,1
197,0.016573513,0.000685302,0.03094483,0.010371371,1,1,1
198,0.010276437,0.000359525,0.028132544,0.00564154,1,1,1
199,0.017028138,0.001052575,0.047213429,0.010759949,0.999262596,1,1
200,0.032029069,0.00523307,0.149610575,0.01704327,0.998206314,0.999880421,1
201,0.033434301,0.00272231,0.079743316,0.014781383,1,1,1
206,0.02006219,0.001546538,0.069777962,0.010631922,0.999740912,1,1
207,0.022368403,0.001873447,0.078899009,0.011129845,1,1,1
208,0.034097406,0.003210171,0.090735124,0.015166672,1,1,1
209,0.024929369,0.00250744,0.09331452,0.012781056,0.999860491,0.99998007,1
210,0.026332642,0.002328725,0.081027572,0.012959747,0.999900351,1,1
211,0.025464283,0.002112683,0.078030054,0.012589275,0.999880421,1,1
219,0.025552366,0.002264015,0.082019969,0.011993852,1,1,1
220,0.020921683,0.002441719,0.100727244,0.011059408,1,1,1
221,0.025459901,0.002442261,0.078893073,0.014595431,0.999920281,1,1
249,0.015019923,0.000612807,0.026675991,0.010568428,1,1,1
263,0.03457344,0.003411973,0.0916265,0.016334752,0.999920281,1,1
270,0.019128423,0.001968679,0.075235588,0.012469421,0.999422034,0.99998007,1
271,0.042329227,0.01422231,0.296177871,0.020968125,0.999661193,1,1
272,0.020067501,0.004877362,0.201007449,0.011297514,0.99994021,1,1
278,0.033347255,0.008430124,0.22230132,0.01691333,0.999601403,0.99998007,1
279,0.024029543,0.001898894,0.072354047,0.011873949,0.999900351,1,1
280,0.024335216,0.00196609,0.076371086,0.011320179,1,1,1
281,0.029880965,0.002538388,0.081922642,0.013321089,1,1,1
282,0.016854868,0.000773857,0.040283298,0.008398462,1,1,1
283,0.026815529,0.003799048,0.124939318,0.013783723,0.999760842,1,1
284,0.022863426,0.002474494,0.099551586,0.011090497,1,1,1
295,0.027387482,0.00588273,0.173478049,0.015723688,0.999720982,1,1
296,0.021611727,0.00183876,0.074292162,0.010941816,0.99998007,1,1
297,0.024544486,0.002890479,0.101188812,0.013223461,0.999701052,1,1
298,0.026139172,0.003734037,0.128733925,0.012929553,1,1,1
299,0.023028666,0.003099288,0.104652062,0.013527428,0.999820631,1,1
300,0.049944631,0.022629681,0.391086225,0.024587468,0.999880421,1,1
301,0.020889752,0.002672629,0.100827319,0.012037069,0.99996014,1,1
309,0.03928471,0.009696895,0.228183839,0.019029606,0.999840561,1,1
310,0.025696134,0.005918612,0.188834355,0.013997513,0.999322385,1,1
311,0.020876694,0.002445879,0.097434798,0.011135171,1,1,1
314,0.022504126,0.002187628,0.084361213,0.01189805,0.999880421,1,1
315,0.038181387,0.009536361,0.231523767,0.018221341,0.99994021,1,1
316,0.043476177,0.012865129,0.273222445,0.020581598,0.99994021,1,1
324,0.027893325,0.002387384,0.079562134,0.013231105,1,1,1
325,0.02474275,0.002457488,0.090020112,0.012739495,0.99998007,1,1
326,0.022947373,0.002490289,0.096409619,0.011582625,0.999920281,1,1
327,0.031265026,0.003109541,0.09418364,0.01434875,0.99998007,1,1
328,0.026553142,0.002359119,0.084376503,0.013278922,1,1,1
329,0.020692589,0.001805299,0.08073984,0.010833697,0.999840561,1,1
330,0.032436333,0.00995474,0.264166913,0.016310649,0.999920281,1,1
331,0.025394087,0.003240159,0.115139868,0.012852142,0.999900351,0.99996014,1
332,0.027899474,0.011709209,0.259198735,0.019198778,0.991729114,0.999920281,1
333,0.039791056,0.017104117,0.333923558,0.021732365,0.996253189,1,1
334,0.038573166,0.012333479,0.269600076,0.019768693,0.998206314,1,1
350,0.021499956,0.002228268,0.094524808,0.010740679,0.999740912,1,1
351,0.018933944,0.003431931,0.14613729,0.010659474,0.999880421,1,1
354,0.027195,0.004294205,0.146065412,0.012984791,0.99998007,1,1
355,0.028856913,0.00367856,0.100665869,0.01659688,0.998007015,1,1
356,0.02625169,0.002416537,0.084028765,0.013481319,0.99998007,1,1
357,0.0234987,0.002390618,0.08874845,0.012392858,0.99994021,1,1
358,0.032586461,0.003222404,0.092242266,0.014987752,1,1,1
359,0.01805649,0.001227627,0.051801723,0.010557901,0.999820631,1,1
360,0.033502101,0.003693024,0.070746881,0.0262628,0.985511001,0.996392698,1
361,0.011583603,0.000611343,0.03558784,0.007870218,0.999840561,1,1
362,0.020530799,0.002321441,0.091791848,0.011193426,0.999840561,1,1
363,0.020767257,0.001428776,0.061150703,0.010647351,0.999720982,1,1
383,0.023092105,0.001811346,0.072950937,0.011089381,0.999920281,1,1
384,0.030764038,0.002206396,0.06598772,0.014880254,0.999920281,1,1
385,0.028630228,0.002140023,0.068369683,0.013576715,1,1,1
386,0.024108488,0.002493347,0.092473446,0.01263464,0.999262596,0.99996014,1
387,0.030188914,0.002894902,0.087283038,0.014674711,0.99996014,1,1
388,0.017911012,0.000946767,0.043112732,0.009794005,0.99996014,1,1
389,0.018715972,0.001303142,0.055076996,0.011385448,0.999581473,1,1
394,0.03375008,0.003003383,0.08345932,0.01557564,0.99994021,1,1
395,0.022431642,0.001547307,0.061014527,0.011911067,0.99994021,1,1
396,0.025658187,0.002176345,0.077439036,0.012404687,0.999880421,1,1
410,0.023497115,0.002276314,0.086015256,0.012598102,1,1,1
411,0.025558069,0.002195754,0.079176557,0.012310307,0.999860491,1,1
412,0.034906452,0.002915052,0.082068034,0.015248044,1,1,1
413,0.022886802,0.003245213,0.123392292,0.012464927,0.999441964,1,1
429,0.03118963,0.011819653,0.294619531,0.017385183,0.999501754,1,1
430,0.024166123,0.00495564,0.169286601,0.013133095,0.999561543,1,1
431,0.023094925,0.002128009,0.082171349,0.012439199,0.999740912,1,1
432,0.023929206,0.0027382,0.101554686,0.012297755,1,1,1
433,0.025376836,0.002504105,0.086883255,0.012512585,1,1,1
434,0.017747179,0.00162965,0.072892139,0.01057765,0.999083227,0.99994021,1
440,0.030846005,0.002920026,0.093261304,0.014258751,0.99994021,1,1
441,0.01702928,0.001551348,0.077264685,0.008893223,0.999860491,1,1
442,0.025281658,0.002256593,0.084298279,0.012487953,0.99998007,1,1
443,0.028475343,0.002804237,0.09184028,0.013278926,1,1,1
444,0.028075923,0.002447603,0.082004672,0.013311424,0.99998007,1,1
445,0.025898124,0.001888348,0.068349132,0.012500742,1,1,1
446,0.030072194,0.00257434,0.082232828,0.013764839,0.99998007,1,1
447,0.01149335,0.000287194,0.021793297,0.005870109,1,1,1
461,0.030182967,0.002774045,0.087582674,0.01394198,1,1,1
462,0.033025868,0.003053262,0.087500206,0.015330138,1,1,1
463,0.027979959,0.002546589,0.086585621,0.012832176,1,1,1
464,0.026154908,0.002697858,0.099834393,0.012771256,0.999920281,1,1
465,0.024920318,0.002365938,0.089956925,0.01216907,1,1,1
468,0.027740391,0.007598081,0.194732491,0.018025082,0.997130102,1,1
469,0.02321497,0.002056633,0.075624956,0.011919698,0.999900351,1,1
470,0.026452785,0.001981863,0.0664954,0.01399848,0.999621333,1,1
471,0.030118879,0.002647249,0.081675716,0.014260058,0.999382175,1,1
472,0.02267245,0.002035918,0.078932248,0.011239584,0.99996014,1,1
473,0.025807659,0.002326431,0.076800846,0.013228821,0.999561543,0.99998007,1
474,0.02586738,0.002210136,0.075479917,0.013075583,0.99998007,1,1
475,0.025280591,0.002105532,0.072594049,0.013183583,0.999541614,1,1
476,0.02422491,0.001910543,0.068486308,0.012559129,0.999800702,1,1
507,0.034001314,0.003109767,0.079715759,0.017172131,0.999920281,1,1
508,0.024246727,0.001871366,0.051803591,0.017318726,0.999481824,1,1
509,0.013946125,0.000744408,0.034313796,0.010171028,0.999302455,0.999900351,1
510,0.026175548,0.002106645,0.06416444,0.014739458,0.998824139,1,1
511,0.030862849,0.002261364,0.06702391,0.015092315,0.999780772,1,1
512,0.01525394,0.000532921,0.031342342,0.007392388,1,1,1
514,0.024384542,0.002664859,0.095238327,0.013828429,0.998624841,0.99996014,1
515,0.026461785,0.002257949,0.07278362,0.013892071,0.999780772,1,1
516,0.025478609,0.002191484,0.069053103,0.014669639,0.999601403,1,1
517,0.01898439,0.000980196,0.045369842,0.009911188,0.99998007,1,1
518,0.024375787,0.001791314,0.064290047,0.012585725,0.999740912,1,1
519,0.031721536,0.003801113,0.105028537,0.015491455,0.99996014,1,1
520,0.029992569,0.003472288,0.096562501,0.015539828,1,1,1
521,0.027210065,0.001975855,0.066695835,0.012906517,0.999561543,1,1
522,0.021623283,0.00192938,0.080252926,0.010435598,1,1,1
523,0.031077552,0.00281772,0.084885525,0.014537497,0.99994021,1,1
524,0.038930035,0.003824272,0.096919276,0.016862808,1,1,1
525,0.028711795,0.002811181,0.092163889,0.013107041,1,1,1
530,0.025368709,0.001779722,0.062060404,0.012840142,0.99998007,1,1
531,0.034129266,0.003175019,0.091534896,0.015039163,1,1,1
532,0.029673972,0.002540204,0.082097427,0.013388103,0.99994021,1,1
536,0.027371546,0.002140746,0.073625396,0.013086849,0.99998007,1,1
537,0.029956253,0.00223069,0.072847341,0.013623245,1,1,1
538,0.025210757,0.001516823,0.055788989,0.012414777,0.999780772,1,1
548,0.024888777,0.003702124,0.136833135,0.013800217,0.998106665,0.99994021,1
549,0.027700598,0.002709376,0.080396475,0.014735757,0.999820631,1,1
550,0.03381776,0.003015271,0.080673882,0.016347287,0.999840561,0.99998007,1
554,0.02795007,0.002437113,0.075864434,0.014033255,1,1,1
555,0.030913968,0.002408564,0.072019722,0.014511763,0.999900351,1,1
556,0.014852991,0.000877414,0.038296086,0.010121597,0.999880421,1,1
557,0.011941456,0.000404362,0.02706429,0.006454291,1,1,1
558,0.022874262,0.001432519,0.056773286,0.011770974,0.99996014,1,1
559,0.017651499,0.000723425,0.03644283,0.008687999,1,1,1
560,0.031955252,0.001520167,0.044360935,0.015560287,0.99996014,1,1
561,0.018402641,0.001048318,0.049920861,0.009533878,0.99998007,1,1
562,0.01446396,0.00090349,0.04384222,0.009438922,0.999561543,1,1
563,0.02735171,0.002423448,0.085273136,0.013212354,0.999840561,1,1
564,0.025097157,0.00193452,0.071671166,0.012793955,0.999900351,1,1
565,0.029895911,0.002488169,0.079016299,0.01353848,1,1,1
566,0.025529509,0.001836083,0.06714515,0.01215758,0.99994021,1,1
567,0.025275797,0.001819671,0.065934318,0.012196548,0.99998007,1,1
568,0.028327481,0.002233908,0.07377189,0.013419515,0.99996014,1,1
569,0.025295921,0.001516669,0.057150613,0.012006089,0.999900351,1,1
570,0.027292296,0.001788275,0.060760281,0.01283647,0.999162946,1,1
578,0.022653919,0.002659306,0.10586095,0.011195366,0.99996014,1,1
579,0.022093847,0.001789049,0.073091455,0.010663674,1,1,1
580,0.023450748,0.00220234,0.082249045,0.01210795,0.999880421,1,1
581,0.022031913,0.001961034,0.081620543,0.010611385,1,1,1
582,0.02379104,0.002291769,0.091229125,0.011701271,1,1,1
590,0.035757932,0.003550098,0.097021041,0.015890879,1,1,1
591,0.029760044,0.002704805,0.086806303,0.013443917,1,1,1
592,0.028292292,0.002306115,0.075991239,0.013746017,1,1,1
593,0.027211935,0.002133954,0.074860709,0.012690709,0.99996014,1,1
602,0.025546272,0.002704334,0.093869765,0.013152525,0.999063297,1,1
603,0.022780598,0.003178461,0.121075868,0.013449547,0.999202806,1,1
604,0.0230437,0.00267813,0.090680732,0.012991949,0.998923788,1,1
605,0.029198016,0.002589901,0.082245078,0.013801232,0.99998007,1,1
606,0.028029472,0.002310988,0.074860187,0.01378582,0.999860491,1,1
611,0.025974799,0.002530075,0.08627527,0.012728663,1,1,1
612,0.03054039,0.00269296,0.079859095,0.014797948,0.99994021,1,1
616,0.022645312,0.001691736,0.06428495,0.01186072,0.99996014,1,1
617,0.030296283,0.002845139,0.088518272,0.014523185,0.999900351,1,1
618,0.036807628,0.004845502,0.090883577,0.022064637,0.998983578,1,1
619,0.030639708,0.002597369,0.080787797,0.014380811,0.99998007,1,1
620,0.0162987,0.000724802,0.0346852,0.009359223,1,1,1
632,0.024003969,0.003921157,0.150526063,0.012996674,0.998983578,1,1
633,0.024487935,0.002264692,0.081133226,0.012049433,1,1,1
634,0.021926035,0.002288018,0.092643753,0.011189709,0.99994021,1,1
635,0.02325257,0.001999327,0.077186658,0.012080018,0.999422034,1,1
636,0.030431969,0.002219971,0.069343093,0.014279801,0.99998007,1,1
637,0.032048846,0.002571447,0.077103299,0.014653018,1,1,1
643,0.021452339,0.001260893,0.048875778,0.01140986,0.99998007,1,1
644,0.026926739,0.002073692,0.071702444,0.012811291,1,1,1
649,0.018631776,0.002426496,0.076088423,0.015472891,0.994180485,0.999840561,1
650,0.010290205,0.000277054,0.020417095,0.005930804,1,1,1
655,0.021999726,0.001170002,0.048372294,0.010560437,1,1,1
656,0.015540293,0.000816857,0.041469627,0.009012537,0.999840561,1,1
657,0.029378926,0.001661222,0.044398451,0.016873397,0.998126594,1,1
662,0.020319317,0.000955327,0.040640422,0.01076379,0.999900351,1,1
663,0.008983861,0.000281517,0.021689049,0.005806219,0.99994021,1,1
667,0.02344546,0.002770295,0.105224493,0.012218078,0.999860491,1,1
668,0.032240188,0.002805645,0.083074755,0.014704063,0.999860491,1,1
669,0.015509526,0.00141658,0.071582625,0.00977773,0.999760842,1,1
670,0.015322261,0.001208631,0.065045521,0.00877063,0.999760842,1,1
671,0.026532657,0.002352834,0.082689853,0.012865451,0.999701052,0.99996014,1
672,0.028037473,0.00257108,0.086116199,0.012837553,1,1,1
675,0.021160262,0.001190651,0.045470601,0.011375888,0.999302455,1,1
676,0.012841494,0.000433784,0.024846817,0.008031406,0.999820631,1,1
677,0.034826394,0.002886027,0.066954689,0.020411606,0.999760842,1,1
678,0.021607963,0.001163899,0.046595248,0.011698783,0.999162946,0.99994021,1
679,0.029392535,0.002103684,0.05888468,0.016638943,0.999860491,1,1
680,0.032352278,0.002887587,0.084807801,0.014553914,0.99994021,0.99998007,1
685,0.026570252,0.002589575,0.086922346,0.012865057,1,1,1
686,0.032558938,0.006339807,0.143014303,0.023385715,0.989516901,0.997747927,1
687,0.018530999,0.001296042,0.048819695,0.01204948,0.998485332,0.999760842,1
688,0.01801317,0.000835166,0.037440855,0.009573241,1,1,1
689,0.02248045,0.0014493,0.044829598,0.014547888,0.999461894,1,1
692,0.025433578,0.001824231,0.060844855,0.014191681,1,1,1
693,0.011137479,0.000379288,0.022780971,0.007677398,1,1,1
696,0.02151215,0.001592898,0.066358924,0.013016362,0.999302455,0.999900351,0.99998007
697,0.034505816,0.002795233,0.080137155,0.015281442,1,1,1
698,0.033010439,0.00280932,0.08140871,0.015012408,1,1,1
705,0.028851781,0.002668567,0.075786602,0.017212797,0.998226244,0.999760842,1
706,0.03423987,0.00191276,0.053378966,0.016216297,0.999581473,1,1
707,0.011244504,0.000421894,0.026625559,0.007432669,0.999661193,1,1
708,0.028871037,0.002265385,0.071566392,0.014158719,1,1,1
709,0.02022652,0.001429577,0.049632809,0.013700655,0.997887436,0.999880421,1
710,0.009675219,0.000601076,0.038107423,0.007427168,0.999740912,1,1
711,0.023978851,0.002002122,0.077333103,0.011133043,1,1,1
712,0.031419087,0.002522152,0.07790816,0.013883837,0.99994021,1,1
716,0.020551264,0.001075628,0.040870654,0.012601356,0.999222736,0.999880421,0.99998007
717,0.013775952,0.000628519,0.03461063,0.008520878,0.999880421,1,1
723,0.017238207,0.001138882,0.054306184,0.009590184,0.999920281,1,1
724,0.027312975,0.002091694,0.070945408,0.013200283,1,1,1
725,0.032927975,0.002802969,0.077180435,0.015771901,0.998604911,1,1
726,0.018587484,0.001473456,0.067341145,0.010410549,1,1,1
727,0.025911051,0.001614743,0.057331887,0.01297188,0.999920281,1,1
730,0.016326628,0.001048429,0.049976366,0.01003607,0.999800702,1,1
731,0.008419939,0.000240534,0.019790503,0.005329136,1,1,1
732,0.023167778,0.001244376,0.050358218,0.010812012,1,1,1
733,0.022480567,0.001149508,0.041323921,0.01285912,0.999202806,1,1
742,0.021158506,0.001321877,0.055636427,0.010683096,0.99998007,1,1
743,0.021638583,0.001225272,0.047512662,0.011489834,1,1,1
758,0.023900966,0.001288578,0.050317755,0.011071882,1,1,1
759,0.02367721,0.002425538,0.090497964,0.013251813,0.999402105,1,1
760,0.031803473,0.002967226,0.071925137,0.018776331,0.996173469,0.99998007,1
761,0.026105816,0.002201804,0.080196509,0.012079947,1,1,1
762,0.024809099,0.001458729,0.056636504,0.01135085,1,1,1
763,0.020827533,0.002686063,0.114709874,0.011902844,0.999302455,1,1
764,0.009350716,0.000210512,0.018830194,0.004955567,1,1,1
765,0.027363422,0.002422904,0.084546471,0.012671547,1,1,1
766,0.024492501,0.002100527,0.075628064,0.012786292,0.999641263,0.999920281,1
767,0.021746327,0.00233623,0.093907034,0.011651269,0.999820631,1,1
768,0.019678074,0.001474516,0.058033269,0.012079738,0.999362245,1,1
769,0.023279001,0.001272528,0.05076234,0.010952903,1,1,1
770,0.026587069,0.009692439,0.191668658,0.029602448,0.986746652,0.993303571,0.996791295
